image,mask,val_fold,fold_1,fold_2,fold_3,fold_4,fold_5
CEO165.jpg,CEO165_mask.png,1,val,train,train,train,train
CEO166.jpg,CEO166_mask.png,1,val,train,train,train,train
CEO175.jpg,CEO175_mask.png,1,val,train,train,train,train
CEO182.jpg,CEO182_mask.png,1,val,train,train,train,train
CEO193.jpg,CEO193_mask.png,1,val,train,train,train,train
CEO199.jpg,CEO199_mask.png,1,val,train,train,train,train
CEO200.jpg,CEO200_mask.png,1,val,train,train,train,train
CEO209.jpg,CEO209_mask.png,1,val,train,train,train,train
CEO210.jpg,CEO210_mask.png,1,val,train,train,train,train
CEO211.jpg,CEO211_mask.png,1,val,train,train,train,train
CEO212.jpg,CEO212_mask.png,1,val,train,train,train,train
CEO214.jpg,CEO214_mask.png,1,val,train,train,train,train
CEO216.jpg,CEO216_mask.png,1,val,train,train,train,train
CEO221.jpg,CEO221_mask.png,1,val,train,train,train,train
CEO224.jpg,CEO224_mask.png,1,val,train,train,train,train
CEO228.jpg,CEO228_mask.png,1,val,train,train,train,train
CEO232.jpg,CEO232_mask.png,1,val,train,train,train,train
CEO235.jpg,CEO235_mask.png,1,val,train,train,train,train
CEO236.jpg,CEO236_mask.png,1,val,train,train,train,train
CEO249.jpg,CEO249_mask.png,1,val,train,train,train,train
CEO251.jpg,CEO251_mask.png,1,val,train,train,train,train
CEO255.jpg,CEO255_mask.png,1,val,train,train,train,train
CEO260.jpg,CEO260_mask.png,1,val,train,train,train,train
CEO291.jpg,CEO291_mask.png,1,val,train,train,train,train
CEO292.jpg,CEO292_mask.png,1,val,train,train,train,train
CEO293.jpg,CEO293_mask.png,1,val,train,train,train,train
CEO295.jpg,CEO295_mask.png,1,val,train,train,train,train
CEO300.jpg,CEO300_mask.png,1,val,train,train,train,train
CEO301.jpg,CEO301_mask.png,1,val,train,train,train,train
CEO307.jpg,CEO307_mask.png,1,val,train,train,train,train
CEO312.jpg,CEO312_mask.png,1,val,train,train,train,train
CEO324.jpg,CEO324_mask.png,1,val,train,train,train,train
CEO328.jpg,CEO328_mask.png,1,val,train,train,train,train
CEO329.jpg,CEO329_mask.png,1,val,train,train,train,train
CEO330.jpg,CEO330_mask.png,1,val,train,train,train,train
CEO336.jpg,CEO336_mask.png,1,val,train,train,train,train
CEO337.jpg,CEO337_mask.png,1,val,train,train,train,train
CEO339.jpg,CEO339_mask.png,1,val,train,train,train,train
CEO341.jpg,CEO341_mask.png,1,val,train,train,train,train
CEO343.jpg,CEO343_mask.png,1,val,train,train,train,train
CEO345.jpg,CEO345_mask.png,1,val,train,train,train,train
CEO351.jpg,CEO351_mask.png,1,val,train,train,train,train
CEO352.jpg,CEO352_mask.png,1,val,train,train,train,train
CEO353.jpg,CEO353_mask.png,1,val,train,train,train,train
CEO358.jpg,CEO358_mask.png,1,val,train,train,train,train
CEO364.jpg,CEO364_mask.png,1,val,train,train,train,train
CEO368.jpg,CEO368_mask.png,1,val,train,train,train,train
CEO376.jpg,CEO376_mask.png,1,val,train,train,train,train
CEO378.jpg,CEO378_mask.png,1,val,train,train,train,train
CEO383.jpg,CEO383_mask.png,1,val,train,train,train,train
CEO389.jpg,CEO389_mask.png,1,val,train,train,train,train
CEO391.jpg,CEO391_mask.png,1,val,train,train,train,train
CEO394.jpg,CEO394_mask.png,1,val,train,train,train,train
CEO399.jpg,CEO399_mask.png,1,val,train,train,train,train
CEO409.jpg,CEO409_mask.png,1,val,train,train,train,train
CEO417.jpg,CEO417_mask.png,1,val,train,train,train,train
CEO418.jpg,CEO418_mask.png,1,val,train,train,train,train
CEO421.jpg,CEO421_mask.png,1,val,train,train,train,train
CEO431.jpg,CEO431_mask.png,1,val,train,train,train,train
CEO438.jpg,CEO438_mask.png,1,val,train,train,train,train
CEO447.jpg,CEO447_mask.png,1,val,train,train,train,train
CEO449.jpg,CEO449_mask.png,1,val,train,train,train,train
CEO451.jpg,CEO451_mask.png,1,val,train,train,train,train
CEO454.jpg,CEO454_mask.png,1,val,train,train,train,train
CEO458.jpg,CEO458_mask.png,1,val,train,train,train,train
CEO463.jpg,CEO463_mask.png,1,val,train,train,train,train
CEO479.jpg,CEO479_mask.png,1,val,train,train,train,train
CEO494.jpg,CEO494_mask.png,1,val,train,train,train,train
CEO502.jpg,CEO502_mask.png,1,val,train,train,train,train
CEO504.jpg,CEO504_mask.png,1,val,train,train,train,train
CEO515.jpg,CEO515_mask.png,1,val,train,train,train,train
CEO523.jpg,CEO523_mask.png,1,val,train,train,train,train
CEO528.jpg,CEO528_mask.png,1,val,train,train,train,train
CEO533.jpg,CEO533_mask.png,1,val,train,train,train,train
CEO534.jpg,CEO534_mask.png,1,val,train,train,train,train
CEO537.jpg,CEO537_mask.png,1,val,train,train,train,train
CEO549.jpg,CEO549_mask.png,1,val,train,train,train,train
CEO550.jpg,CEO550_mask.png,1,val,train,train,train,train
CEO553.jpg,CEO553_mask.png,1,val,train,train,train,train
CEO570.jpg,CEO570_mask.png,1,val,train,train,train,train
CEO572.jpg,CEO572_mask.png,1,val,train,train,train,train
CEO580.jpg,CEO580_mask.png,1,val,train,train,train,train
CEO582.jpg,CEO582_mask.png,1,val,train,train,train,train
CEO584.jpg,CEO584_mask.png,1,val,train,train,train,train
CEO589.jpg,CEO589_mask.png,1,val,train,train,train,train
CEO592.jpg,CEO592_mask.png,1,val,train,train,train,train
CEO597.jpg,CEO597_mask.png,1,val,train,train,train,train
CEO598.jpg,CEO598_mask.png,1,val,train,train,train,train
CEO623.jpg,CEO623_mask.png,1,val,train,train,train,train
CEO624.jpg,CEO624_mask.png,1,val,train,train,train,train
CEO628.jpg,CEO628_mask.png,1,val,train,train,train,train
CEO637.jpg,CEO637_mask.png,1,val,train,train,train,train
CEO652.jpg,CEO652_mask.png,1,val,train,train,train,train
CEO653.jpg,CEO653_mask.png,1,val,train,train,train,train
CEO655.jpg,CEO655_mask.png,1,val,train,train,train,train
CEO658.jpg,CEO658_mask.png,1,val,train,train,train,train
CEO661.jpg,CEO661_mask.png,1,val,train,train,train,train
CEO669.jpg,CEO669_mask.png,1,val,train,train,train,train
CEO673.jpg,CEO673_mask.png,1,val,train,train,train,train
CEO674.jpg,CEO674_mask.png,1,val,train,train,train,train
CEO687.jpg,CEO687_mask.png,1,val,train,train,train,train
CEO707.jpg,CEO707_mask.png,1,val,train,train,train,train
CEO711.jpg,CEO711_mask.png,1,val,train,train,train,train
CEO713.jpg,CEO713_mask.png,1,val,train,train,train,train
CEO715.jpg,CEO715_mask.png,1,val,train,train,train,train
CEO716.jpg,CEO716_mask.png,1,val,train,train,train,train
CEO717.jpg,CEO717_mask.png,1,val,train,train,train,train
CEO008.jpg,CEO008_mask.png,2,train,val,train,train,train
CEO010.jpg,CEO010_mask.png,2,train,val,train,train,train
CEO012.jpg,CEO012_mask.png,2,train,val,train,train,train
CEO016.jpg,CEO016_mask.png,2,train,val,train,train,train
CEO019.jpg,CEO019_mask.png,2,train,val,train,train,train
CEO023.jpg,CEO023_mask.png,2,train,val,train,train,train
CEO024.jpg,CEO024_mask.png,2,train,val,train,train,train
CEO025.jpg,CEO025_mask.png,2,train,val,train,train,train
CEO029.jpg,CEO029_mask.png,2,train,val,train,train,train
CEO030.jpg,CEO030_mask.png,2,train,val,train,train,train
CEO042.jpg,CEO042_mask.png,2,train,val,train,train,train
CEO043.jpg,CEO043_mask.png,2,train,val,train,train,train
CEO044.jpg,CEO044_mask.png,2,train,val,train,train,train
CEO052.jpg,CEO052_mask.png,2,train,val,train,train,train
CEO057.jpg,CEO057_mask.png,2,train,val,train,train,train
CEO062.jpg,CEO062_mask.png,2,train,val,train,train,train
CEO067.jpg,CEO067_mask.png,2,train,val,train,train,train
CEO069.jpg,CEO069_mask.png,2,train,val,train,train,train
CEO074.jpg,CEO074_mask.png,2,train,val,train,train,train
CEO076.jpg,CEO076_mask.png,2,train,val,train,train,train
CEO080.jpg,CEO080_mask.png,2,train,val,train,train,train
CEO083.jpg,CEO083_mask.png,2,train,val,train,train,train
CEO084.jpg,CEO084_mask.png,2,train,val,train,train,train
CEO090.jpg,CEO090_mask.png,2,train,val,train,train,train
CEO093.jpg,CEO093_mask.png,2,train,val,train,train,train
CEO094.jpg,CEO094_mask.png,2,train,val,train,train,train
CEO105.jpg,CEO105_mask.png,2,train,val,train,train,train
CEO109.jpg,CEO109_mask.png,2,train,val,train,train,train
CEO111.jpg,CEO111_mask.png,2,train,val,train,train,train
CEO115.jpg,CEO115_mask.png,2,train,val,train,train,train
CEO138.jpg,CEO138_mask.png,2,train,val,train,train,train
CEO141.jpg,CEO141_mask.png,2,train,val,train,train,train
CEO154.jpg,CEO154_mask.png,2,train,val,train,train,train
CEO159.jpg,CEO159_mask.png,2,train,val,train,train,train
CEO164.jpg,CEO164_mask.png,2,train,val,train,train,train
CEO168.jpg,CEO168_mask.png,2,train,val,train,train,train
CEO177.jpg,CEO177_mask.png,2,train,val,train,train,train
CEO178.jpg,CEO178_mask.png,2,train,val,train,train,train
CEO179.jpg,CEO179_mask.png,2,train,val,train,train,train
CEO183.jpg,CEO183_mask.png,2,train,val,train,train,train
CEO185.jpg,CEO185_mask.png,2,train,val,train,train,train
CEO189.jpg,CEO189_mask.png,2,train,val,train,train,train
CEO197.jpg,CEO197_mask.png,2,train,val,train,train,train
CEO204.jpg,CEO204_mask.png,2,train,val,train,train,train
CEO205.jpg,CEO205_mask.png,2,train,val,train,train,train
CEO213.jpg,CEO213_mask.png,2,train,val,train,train,train
CEO219.jpg,CEO219_mask.png,2,train,val,train,train,train
CEO222.jpg,CEO222_mask.png,2,train,val,train,train,train
CEO240.jpg,CEO240_mask.png,2,train,val,train,train,train
CEO245.jpg,CEO245_mask.png,2,train,val,train,train,train
CEO248.jpg,CEO248_mask.png,2,train,val,train,train,train
CEO250.jpg,CEO250_mask.png,2,train,val,train,train,train
CEO257.jpg,CEO257_mask.png,2,train,val,train,train,train
CEO258.jpg,CEO258_mask.png,2,train,val,train,train,train
CEO261.jpg,CEO261_mask.png,2,train,val,train,train,train
CEO265.jpg,CEO265_mask.png,2,train,val,train,train,train
CEO266.jpg,CEO266_mask.png,2,train,val,train,train,train
CEO272.jpg,CEO272_mask.png,2,train,val,train,train,train
CEO276.jpg,CEO276_mask.png,2,train,val,train,train,train
CEO278.jpg,CEO278_mask.png,2,train,val,train,train,train
CEO282.jpg,CEO282_mask.png,2,train,val,train,train,train
CEO285.jpg,CEO285_mask.png,2,train,val,train,train,train
CEO287.jpg,CEO287_mask.png,2,train,val,train,train,train
CEO297.jpg,CEO297_mask.png,2,train,val,train,train,train
CEO303.jpg,CEO303_mask.png,2,train,val,train,train,train
CEO315.jpg,CEO315_mask.png,2,train,val,train,train,train
CEO319.jpg,CEO319_mask.png,2,train,val,train,train,train
CEO320.jpg,CEO320_mask.png,2,train,val,train,train,train
CEO325.jpg,CEO325_mask.png,2,train,val,train,train,train
CEO327.jpg,CEO327_mask.png,2,train,val,train,train,train
CEO332.jpg,CEO332_mask.png,2,train,val,train,train,train
CEO335.jpg,CEO335_mask.png,2,train,val,train,train,train
CEO354.jpg,CEO354_mask.png,2,train,val,train,train,train
CEO356.jpg,CEO356_mask.png,2,train,val,train,train,train
CEO357.jpg,CEO357_mask.png,2,train,val,train,train,train
CEO361.jpg,CEO361_mask.png,2,train,val,train,train,train
CEO363.jpg,CEO363_mask.png,2,train,val,train,train,train
CEO381.jpg,CEO381_mask.png,2,train,val,train,train,train
CEO382.jpg,CEO382_mask.png,2,train,val,train,train,train
CEO395.jpg,CEO395_mask.png,2,train,val,train,train,train
CEO396.jpg,CEO396_mask.png,2,train,val,train,train,train
CEO406.jpg,CEO406_mask.png,2,train,val,train,train,train
CEO410.jpg,CEO410_mask.png,2,train,val,train,train,train
CEO412.jpg,CEO412_mask.png,2,train,val,train,train,train
CEO423.jpg,CEO423_mask.png,2,train,val,train,train,train
CEO426.jpg,CEO426_mask.png,2,train,val,train,train,train
CEO427.jpg,CEO427_mask.png,2,train,val,train,train,train
CEO430.jpg,CEO430_mask.png,2,train,val,train,train,train
CEO432.jpg,CEO432_mask.png,2,train,val,train,train,train
CEO433.jpg,CEO433_mask.png,2,train,val,train,train,train
CEO435.jpg,CEO435_mask.png,2,train,val,train,train,train
CEO440.jpg,CEO440_mask.png,2,train,val,train,train,train
CEO446.jpg,CEO446_mask.png,2,train,val,train,train,train
CEO450.jpg,CEO450_mask.png,2,train,val,train,train,train
CEO452.jpg,CEO452_mask.png,2,train,val,train,train,train
CEO465.jpg,CEO465_mask.png,2,train,val,train,train,train
CEO468.jpg,CEO468_mask.png,2,train,val,train,train,train
CEO469.jpg,CEO469_mask.png,2,train,val,train,train,train
CEO470.jpg,CEO470_mask.png,2,train,val,train,train,train
CEO471.jpg,CEO471_mask.png,2,train,val,train,train,train
CEO486.jpg,CEO486_mask.png,2,train,val,train,train,train
CEO488.jpg,CEO488_mask.png,2,train,val,train,train,train
CEO500.jpg,CEO500_mask.png,2,train,val,train,train,train
CEO507.jpg,CEO507_mask.png,2,train,val,train,train,train
CEO508.jpg,CEO508_mask.png,2,train,val,train,train,train
CEO514.jpg,CEO514_mask.png,2,train,val,train,train,train
CEO530.jpg,CEO530_mask.png,2,train,val,train,train,train
CEO532.jpg,CEO532_mask.png,2,train,val,train,train,train
CEO535.jpg,CEO535_mask.png,2,train,val,train,train,train
CEO539.jpg,CEO539_mask.png,2,train,val,train,train,train
CEO542.jpg,CEO542_mask.png,2,train,val,train,train,train
CEO546.jpg,CEO546_mask.png,2,train,val,train,train,train
CEO548.jpg,CEO548_mask.png,2,train,val,train,train,train
CEO551.jpg,CEO551_mask.png,2,train,val,train,train,train
CEO552.jpg,CEO552_mask.png,2,train,val,train,train,train
CEO558.jpg,CEO558_mask.png,2,train,val,train,train,train
CEO560.jpg,CEO560_mask.png,2,train,val,train,train,train
CEO577.jpg,CEO577_mask.png,2,train,val,train,train,train
CEO579.jpg,CEO579_mask.png,2,train,val,train,train,train
CEO581.jpg,CEO581_mask.png,2,train,val,train,train,train
CEO587.jpg,CEO587_mask.png,2,train,val,train,train,train
CEO590.jpg,CEO590_mask.png,2,train,val,train,train,train
CEO599.jpg,CEO599_mask.png,2,train,val,train,train,train
CEO602.jpg,CEO602_mask.png,2,train,val,train,train,train
CEO604.jpg,CEO604_mask.png,2,train,val,train,train,train
CEO620.jpg,CEO620_mask.png,2,train,val,train,train,train
CEO622.jpg,CEO622_mask.png,2,train,val,train,train,train
CEO629.jpg,CEO629_mask.png,2,train,val,train,train,train
CEO630.jpg,CEO630_mask.png,2,train,val,train,train,train
CEO632.jpg,CEO632_mask.png,2,train,val,train,train,train
CEO634.jpg,CEO634_mask.png,2,train,val,train,train,train
CEO640.jpg,CEO640_mask.png,2,train,val,train,train,train
CEO645.jpg,CEO645_mask.png,2,train,val,train,train,train
CEO646.jpg,CEO646_mask.png,2,train,val,train,train,train
CEO650.jpg,CEO650_mask.png,2,train,val,train,train,train
CEO668.jpg,CEO668_mask.png,2,train,val,train,train,train
CEO675.jpg,CEO675_mask.png,2,train,val,train,train,train
CEO676.jpg,CEO676_mask.png,2,train,val,train,train,train
CEO680.jpg,CEO680_mask.png,2,train,val,train,train,train
CEO685.jpg,CEO685_mask.png,2,train,val,train,train,train
CEO689.jpg,CEO689_mask.png,2,train,val,train,train,train
CEO698.jpg,CEO698_mask.png,2,train,val,train,train,train
CEO702.jpg,CEO702_mask.png,2,train,val,train,train,train
CEO705.jpg,CEO705_mask.png,2,train,val,train,train,train
CEO001.jpg,CEO001_mask.png,3,train,train,val,train,train
CEO004.jpg,CEO004_mask.png,3,train,train,val,train,train
CEO006.jpg,CEO006_mask.png,3,train,train,val,train,train
CEO013.jpg,CEO013_mask.png,3,train,train,val,train,train
CEO017.jpg,CEO017_mask.png,3,train,train,val,train,train
CEO018.jpg,CEO018_mask.png,3,train,train,val,train,train
CEO020.jpg,CEO020_mask.png,3,train,train,val,train,train
CEO026.jpg,CEO026_mask.png,3,train,train,val,train,train
CEO027.jpg,CEO027_mask.png,3,train,train,val,train,train
CEO038.jpg,CEO038_mask.png,3,train,train,val,train,train
CEO039.jpg,CEO039_mask.png,3,train,train,val,train,train
CEO046.jpg,CEO046_mask.png,3,train,train,val,train,train
CEO047.jpg,CEO047_mask.png,3,train,train,val,train,train
CEO049.jpg,CEO049_mask.png,3,train,train,val,train,train
CEO051.jpg,CEO051_mask.png,3,train,train,val,train,train
CEO058.jpg,CEO058_mask.png,3,train,train,val,train,train
CEO089.jpg,CEO089_mask.png,3,train,train,val,train,train
CEO095.jpg,CEO095_mask.png,3,train,train,val,train,train
CEO097.jpg,CEO097_mask.png,3,train,train,val,train,train
CEO101.jpg,CEO101_mask.png,3,train,train,val,train,train
CEO108.jpg,CEO108_mask.png,3,train,train,val,train,train
CEO114.jpg,CEO114_mask.png,3,train,train,val,train,train
CEO117.jpg,CEO117_mask.png,3,train,train,val,train,train
CEO118.jpg,CEO118_mask.png,3,train,train,val,train,train
CEO125.jpg,CEO125_mask.png,3,train,train,val,train,train
CEO126.jpg,CEO126_mask.png,3,train,train,val,train,train
CEO127.jpg,CEO127_mask.png,3,train,train,val,train,train
CEO142.jpg,CEO142_mask.png,3,train,train,val,train,train
CEO143.jpg,CEO143_mask.png,3,train,train,val,train,train
CEO145.jpg,CEO145_mask.png,3,train,train,val,train,train
CEO150.jpg,CEO150_mask.png,3,train,train,val,train,train
CEO155.jpg,CEO155_mask.png,3,train,train,val,train,train
CEO158.jpg,CEO158_mask.png,3,train,train,val,train,train
CEO170.jpg,CEO170_mask.png,3,train,train,val,train,train
CEO172.jpg,CEO172_mask.png,3,train,train,val,train,train
CEO173.jpg,CEO173_mask.png,3,train,train,val,train,train
CEO174.jpg,CEO174_mask.png,3,train,train,val,train,train
CEO180.jpg,CEO180_mask.png,3,train,train,val,train,train
CEO181.jpg,CEO181_mask.png,3,train,train,val,train,train
CEO186.jpg,CEO186_mask.png,3,train,train,val,train,train
CEO191.jpg,CEO191_mask.png,3,train,train,val,train,train
CEO196.jpg,CEO196_mask.png,3,train,train,val,train,train
CEO223.jpg,CEO223_mask.png,3,train,train,val,train,train
CEO226.jpg,CEO226_mask.png,3,train,train,val,train,train
CEO229.jpg,CEO229_mask.png,3,train,train,val,train,train
CEO230.jpg,CEO230_mask.png,3,train,train,val,train,train
CEO237.jpg,CEO237_mask.png,3,train,train,val,train,train
CEO238.jpg,CEO238_mask.png,3,train,train,val,train,train
CEO239.jpg,CEO239_mask.png,3,train,train,val,train,train
CEO246.jpg,CEO246_mask.png,3,train,train,val,train,train
CEO256.jpg,CEO256_mask.png,3,train,train,val,train,train
CEO262.jpg,CEO262_mask.png,3,train,train,val,train,train
CEO264.jpg,CEO264_mask.png,3,train,train,val,train,train
CEO269.jpg,CEO269_mask.png,3,train,train,val,train,train
CEO273.jpg,CEO273_mask.png,3,train,train,val,train,train
CEO275.jpg,CEO275_mask.png,3,train,train,val,train,train
CEO279.jpg,CEO279_mask.png,3,train,train,val,train,train
CEO281.jpg,CEO281_mask.png,3,train,train,val,train,train
CEO284.jpg,CEO284_mask.png,3,train,train,val,train,train
CEO286.jpg,CEO286_mask.png,3,train,train,val,train,train
CEO288.jpg,CEO288_mask.png,3,train,train,val,train,train
CEO290.jpg,CEO290_mask.png,3,train,train,val,train,train
CEO299.jpg,CEO299_mask.png,3,train,train,val,train,train
CEO302.jpg,CEO302_mask.png,3,train,train,val,train,train
CEO305.jpg,CEO305_mask.png,3,train,train,val,train,train
CEO306.jpg,CEO306_mask.png,3,train,train,val,train,train
CEO308.jpg,CEO308_mask.png,3,train,train,val,train,train
CEO311.jpg,CEO311_mask.png,3,train,train,val,train,train
CEO313.jpg,CEO313_mask.png,3,train,train,val,train,train
CEO317.jpg,CEO317_mask.png,3,train,train,val,train,train
CEO321.jpg,CEO321_mask.png,3,train,train,val,train,train
CEO322.jpg,CEO322_mask.png,3,train,train,val,train,train
CEO323.jpg,CEO323_mask.png,3,train,train,val,train,train
CEO333.jpg,CEO333_mask.png,3,train,train,val,train,train
CEO334.jpg,CEO334_mask.png,3,train,train,val,train,train
CEO342.jpg,CEO342_mask.png,3,train,train,val,train,train
CEO347.jpg,CEO347_mask.png,3,train,train,val,train,train
CEO350.jpg,CEO350_mask.png,3,train,train,val,train,train
CEO355.jpg,CEO355_mask.png,3,train,train,val,train,train
CEO362.jpg,CEO362_mask.png,3,train,train,val,train,train
CEO365.jpg,CEO365_mask.png,3,train,train,val,train,train
CEO370.jpg,CEO370_mask.png,3,train,train,val,train,train
CEO372.jpg,CEO372_mask.png,3,train,train,val,train,train
CEO375.jpg,CEO375_mask.png,3,train,train,val,train,train
CEO397.jpg,CEO397_mask.png,3,train,train,val,train,train
CEO400.jpg,CEO400_mask.png,3,train,train,val,train,train
CEO405.jpg,CEO405_mask.png,3,train,train,val,train,train
CEO413.jpg,CEO413_mask.png,3,train,train,val,train,train
CEO424.jpg,CEO424_mask.png,3,train,train,val,train,train
CEO425.jpg,CEO425_mask.png,3,train,train,val,train,train
CEO429.jpg,CEO429_mask.png,3,train,train,val,train,train
CEO437.jpg,CEO437_mask.png,3,train,train,val,train,train
CEO443.jpg,CEO443_mask.png,3,train,train,val,train,train
CEO444.jpg,CEO444_mask.png,3,train,train,val,train,train
CEO448.jpg,CEO448_mask.png,3,train,train,val,train,train
CEO466.jpg,CEO466_mask.png,3,train,train,val,train,train
CEO482.jpg,CEO482_mask.png,3,train,train,val,train,train
CEO484.jpg,CEO484_mask.png,3,train,train,val,train,train
CEO487.jpg,CEO487_mask.png,3,train,train,val,train,train
CEO495.jpg,CEO495_mask.png,3,train,train,val,train,train
CEO498.jpg,CEO498_mask.png,3,train,train,val,train,train
CEO512.jpg,CEO512_mask.png,3,train,train,val,train,train
CEO517.jpg,CEO517_mask.png,3,train,train,val,train,train
CEO519.jpg,CEO519_mask.png,3,train,train,val,train,train
CEO522.jpg,CEO522_mask.png,3,train,train,val,train,train
CEO524.jpg,CEO524_mask.png,3,train,train,val,train,train
CEO529.jpg,CEO529_mask.png,3,train,train,val,train,train
CEO536.jpg,CEO536_mask.png,3,train,train,val,train,train
CEO538.jpg,CEO538_mask.png,3,train,train,val,train,train
CEO543.jpg,CEO543_mask.png,3,train,train,val,train,train
CEO569.jpg,CEO569_mask.png,3,train,train,val,train,train
CEO573.jpg,CEO573_mask.png,3,train,train,val,train,train
CEO576.jpg,CEO576_mask.png,3,train,train,val,train,train
CEO585.jpg,CEO585_mask.png,3,train,train,val,train,train
CEO591.jpg,CEO591_mask.png,3,train,train,val,train,train
CEO595.jpg,CEO595_mask.png,3,train,train,val,train,train
CEO603.jpg,CEO603_mask.png,3,train,train,val,train,train
CEO610.jpg,CEO610_mask.png,3,train,train,val,train,train
CEO618.jpg,CEO618_mask.png,3,train,train,val,train,train
CEO625.jpg,CEO625_mask.png,3,train,train,val,train,train
CEO635.jpg,CEO635_mask.png,3,train,train,val,train,train
CEO636.jpg,CEO636_mask.png,3,train,train,val,train,train
CEO644.jpg,CEO644_mask.png,3,train,train,val,train,train
CEO651.jpg,CEO651_mask.png,3,train,train,val,train,train
CEO659.jpg,CEO659_mask.png,3,train,train,val,train,train
CEO660.jpg,CEO660_mask.png,3,train,train,val,train,train
CEO663.jpg,CEO663_mask.png,3,train,train,val,train,train
CEO666.jpg,CEO666_mask.png,3,train,train,val,train,train
CEO670.jpg,CEO670_mask.png,3,train,train,val,train,train
CEO679.jpg,CEO679_mask.png,3,train,train,val,train,train
CEO688.jpg,CEO688_mask.png,3,train,train,val,train,train
CEO690.jpg,CEO690_mask.png,3,train,train,val,train,train
CEO691.jpg,CEO691_mask.png,3,train,train,val,train,train
CEO692.jpg,CEO692_mask.png,3,train,train,val,train,train
CEO693.jpg,CEO693_mask.png,3,train,train,val,train,train
CEO696.jpg,CEO696_mask.png,3,train,train,val,train,train
CEO699.jpg,CEO699_mask.png,3,train,train,val,train,train
CEO704.jpg,CEO704_mask.png,3,train,train,val,train,train
CEO706.jpg,CEO706_mask.png,3,train,train,val,train,train
CEO708.jpg,CEO708_mask.png,3,train,train,val,train,train
CEO710.jpg,CEO710_mask.png,3,train,train,val,train,train
CEO712.jpg,CEO712_mask.png,3,train,train,val,train,train
CEO719.jpg,CEO719_mask.png,3,train,train,val,train,train
CEO720.jpg,CEO720_mask.png,3,train,train,val,train,train
CEO009.jpg,CEO009_mask.png,4,train,train,train,val,train
CEO037.jpg,CEO037_mask.png,4,train,train,train,val,train
CEO054.jpg,CEO054_mask.png,4,train,train,train,val,train
CEO060.jpg,CEO060_mask.png,4,train,train,train,val,train
CEO068.jpg,CEO068_mask.png,4,train,train,train,val,train
CEO075.jpg,CEO075_mask.png,4,train,train,train,val,train
CEO104.jpg,CEO104_mask.png,4,train,train,train,val,train
CEO112.jpg,CEO112_mask.png,4,train,train,train,val,train
CEO113.jpg,CEO113_mask.png,4,train,train,train,val,train
CEO116.jpg,CEO116_mask.png,4,train,train,train,val,train
CEO120.jpg,CEO120_mask.png,4,train,train,train,val,train
CEO123.jpg,CEO123_mask.png,4,train,train,train,val,train
CEO124.jpg,CEO124_mask.png,4,train,train,train,val,train
CEO128.jpg,CEO128_mask.png,4,train,train,train,val,train
CEO130.jpg,CEO130_mask.png,4,train,train,train,val,train
CEO140.jpg,CEO140_mask.png,4,train,train,train,val,train
CEO144.jpg,CEO144_mask.png,4,train,train,train,val,train
